bin	ESO.all.snps	GBM.all.snps	lung.all.snps	liver.all.snps	mel.all.snps	MM.all.snp	CRC.all.snp	LUSC.all.snp	ESO.1060.ESO.all.snps	ESO.1163.ESO.all.snps	ESO.130.ESO.all.snps	ESO.409.ESO.all.snps	ESO.682.ESO.all.snps	ESO.721.ESO.all.snps	ESO.774.ESO.all.snps	ESO.838.ESO.all.snps	ESO.913.ESO.all.snps	TCGA.34.2596.LUSC.all.snps	TCGA.34.2600.LUSC.all.snps	TCGA.43.3394.LUSC.all.snps	TCGA.56.1622.LUSC.all.snps	TCGA.60.2711.LUSC.all.snps	TCGA.60.2713.LUSC.all.snps	TCGA.60.2722.LUSC.all.snps	TCGA.60.2724.LUSC.all.snps	TCGA.60.2726.LUSC.all.snps	TCGA.66.2756.LUSC.all.snps	TCGA.66.2757.LUSC.all.snps	TCGA.66.2766.LUSC.all.snps	TCGA.06.0145.GBM.all.snps	TCGA.06.0152.GBM.all.snps	TCGA.06.0155.GBM.all.snps	TCGA.06.0185.GBM.all.snps	TCGA.06.0188.GBM.all.snps	TCGA.06.0648.GBM.all.snps	TCGA.14.0786.GBM.all.snps	MM.0191.snp	MM.0242.snp	MM.0309.snp	MM.0319.snp	MM.0332.snp	MM.0335.snp	MM.0338.snp	MM.0343.snp	MM.0344.snp	MM.0356.snp	MM.0375.snp	MM.0376.snp	MM.0383.snp	MM.0387.snp	MM.0389.snp	MM.0390.snp	MM.0392.snp	MM.0406.snp	MM.0408.snp	MM.0412.snp	MM.0421.snp	MM.0425.snp	MM.0447.snp	CRC.0002.snp	CRC.0003.snp	CRC.0004.snp	CRC.0005.snp	CRC.0006.snp	CRC.0007.snp	CRC.0008.snp	CRC.0009.snp	CRC.0010.snp	all.RK032.snps	all.RK001.snps	all.RK027.snps	all.RK015.snps	all.RK067.snps	all.RK046.snps	all.RK031.snps	all.RK002.snps	all.RK084.snps	all.RK041.snps	all.RK006.snps	all.RK035.snps	all.RK033.snps	all.RK099.snps	all.RK029.snps	all.RK056.snps	all.RK022.snps	all.RK083.snps	all.RK042.snps	all.RK025.snps	all.RK026.snps	all.RK126.snps	all.RK048.snps	all.RK047.snps	all.RK051.snps	all.RK075.snps	all.RK107.snps	all.RK106.snps	all.RK019.snps	all.RK003.snps	all.RK086.snps	all.RK092.snps	all.RK020.snps	all.RK037.snps	all.RK054.snps	all.RK023.snps	all.RK007.snps	all.RK137.snps	all.RK133.snps	all.RK024.snps	all.RK098.snps	all.RK109.snps	all.RK016.snps	all.RK050.snps	all.RK004.snps	all.RK063.snps	all.RK010.snps	all.RK069.snps	all.RK108.snps	all.RK012.snps	all.RK089.snps	all.RK100.snps	all.RK021.snps	all.RK130.snps	all.RK036.snps	all.RK079.snps	all.RK049.snps	all.RK141.snps	all.RK068.snps	all.RK055.snps	all.RK034.snps	all.RK138.snps	all.RK005.snps	all.RK018.snps	all.ME001.Tumor.snps	all.ME002.Tumor.snps	all.ME007.Tumor.snps	all.ME011.Tumor.snps	all.ME016.Tumor.snps	all.ME018.Tumor.snps	all.ME020.Tumor.snps	all.ME021.Tumor.snps	all.ME024.Tumor.snps	all.ME029.Tumor.snps	all.ME030.Tumor.snps	all.ME035.Tumor.snps	all.ME037.Tumor.snps	all.ME041.Tumor.snps	all.ME043.Tumor.snps	all.ME044.Tumor.snps	all.ME048.Tumor.snps	all.ME049.Tumor.snps	all.ME050.Tumor.snps	all.MEL.0009.Tumor.snps	all.MEL.0012.Tumor.snps	all.MEL.0015.Tumor.snps	all.MEL.0032.Tumor.snps	all.MEL.0045.Tumor.snps	all.Mel_BRAFi_02_PRE.Tumor.snps	all.LUAD.AEIUF.Tumor.snps	all.LUAD.D02326.Tumor.snps	all.LUAD.E00934.Tumor.snps	all.LUAD.E01014.Tumor.snps	all.LUAD.E01278.Tumor.snps	all.LUAD.FH5PJ.Tumor.snps	all.LUAD.QY22Z.Tumor.snps	all.LUAD.S00488.Tumor.snps	all.LUAD.S01302.Tumor.snps	all.LUAD.S01331.Tumor.snps	all.LUAD.S01341.Tumor.snps	all.LUAD.S01345.Tumor.snps	all.LUAD.S01346.Tumor.snps	all.LUAD.S01356.Tumor.snps	all.LUAD.S01381.Tumor.snps	all.LUAD.S01404.Tumor.snps	all.LUAD.S01405.Tumor.snps	all.LUAD.S01467.Tumor.snps	all.LUAD.S01478.Tumor.snps	all.LUAD.U6SJ7.Tumor.snps	all.LU.A08.43.Tumor.snps	all.LUAD.2GUGK.Tumor.snps	all.LUAD.5V8LT.Tumor.snps	all.LUAD.E01317.Tumor.snps
chr3.132	160	27	837	232	729	49	60	355	20	43	11	15	15	14	5	23	14	55	44	21	12	11	22	19	36	40	27	25	20	13	5	2	1	2	1	3	5	1	3	1	1	7	1	1	3	4	2	2	1	0	7	0	2	0	0	1	1	1	5	5	4	7	7	3	4	8	16	6	4	7	9	7	6	2	1	3	5	7	11	9	2	4	2	14	2	2	6	2	1	5	5	3	2	5	7	1	3	4	3	5	1	0	1	8	5	2	1	2	5	3	3	3	4	0	1	3	1	2	4	5	7	3	3	12	1	3	2	0	0	0	0	1	21	37	6	24	24	13	26	12	37	26	22	28	27	32	30	54	23	40	26	113	12	1	17	17	41	9	6	58	9	14	11	33	47	62	15	12	16	68	37	26	11	30	47	50	17	8	31	209	11
chr3.135	43	15	366	200	599	61	40	204	3	8	2	3	1	12	4	8	2	22	25	11	7	13	18	17	18	13	18	17	13	3	2	0	3	1	1	5	5	2	2	1	1	4	3	4	2	3	1	2	2	2	9	0	3	0	3	2	5	3	2	5	2	2	4	3	9	7	4	4	2	3	9	5	7	10	5	6	1	6	14	7	3	4	3	6	2	4	10	2	1	7	5	3	1	0	3	3	4	4	2	2	5	3	3	4	3	2	2	3	1	2	1	1	5	1	2	1	3	2	1	0	5	1	2	2	1	0	0	0	0	0	0	0	12	30	3	29	19	16	23	8	31	19	16	14	13	18	40	39	10	32	21	129	9	2	13	11	26	5	4	17	3	10	4	26	18	24	8	4	14	35	23	6	2	11	26	17	6	4	9	88	2
chr3.136	63	21	530	149	856	57	37	193	8	7	6	5	9	15	2	5	6	27	17	12	4	6	18	19	17	19	12	10	18	0	2	3	2	4	6	4	2	4	3	1	2	7	0	1	1	2	4	1	4	1	8	0	3	1	3	3	3	2	1	3	6	4	4	4	1	3	7	5	3	4	6	2	1	3	1	3	1	3	12	5	5	1	2	8	2	2	0	0	3	5	6	1	2	2	2	3	4	6	2	3	2	1	1	3	2	0	1	1	2	2	4	2	4	1	1	1	1	1	1	1	3	3	0	3	0	1	1	0	0	2	1	0	20	44	6	27	22	20	46	11	50	17	25	30	20	35	62	57	17	62	23	123	13	2	11	16	71	7	6	44	9	17	8	29	31	38	16	7	19	35	32	12	7	19	29	31	12	5	9	100	8
chr3.137	190	15	763	313	822	52	48	282	25	35	11	24	29	28	7	19	12	26	36	10	10	13	14	11	24	22	59	16	20	2	4	3	0	3	3	0	3	1	2	2	2	4	4	4	0	1	1	5	2	0	9	2	1	1	2	1	2	2	1	2	5	4	9	3	7	6	10	2	3	11	9	8	10	7	4	4	3	9	15	22	0	5	5	9	6	1	2	2	9	6	11	3	3	8	3	12	10	2	7	1	2	3	2	16	5	0	4	2	1	4	1	5	7	4	1	2	7	3	14	2	5	2	0	3	0	3	0	0	1	2	1	1	18	36	9	40	34	19	33	11	44	18	13	23	21	41	27	72	25	52	37	140	11	3	4	11	70	10	1	57	8	11	18	22	31	54	31	7	9	41	35	15	7	27	29	61	7	7	27	237	11
chr3.138	58	17	375	191	559	35	20	167	5	5	8	4	5	13	5	7	6	21	24	5	4	6	9	17	11	8	24	9	17	6	1	1	4	0	3	2	1	5	1	0	1	4	2	3	0	1	0	2	0	1	4	2	1	0	2	0	2	1	2	0	2	2	1	1	3	7	4	0	4	6	10	2	7	5	3	5	2	1	11	7	0	4	4	11	2	1	3	6	1	5	5	3	4	6	4	6	2	2	4	1	1	1	2	5	4	2	0	1	2	2	0	1	4	4	3	1	1	1	4	1	3	0	1	3	0	2	0	0	3	1	0	1	20	25	3	20	23	11	25	3	29	16	17	9	14	13	36	37	8	41	12	119	10	0	7	13	31	9	5	25	8	5	8	22	21	27	9	7	16	21	19	6	6	18	8	30	12	4	9	80	0
chr3.139	39	9	313	132	397	40	22	155	3	3	2	5	2	11	3	4	6	18	29	5	5	4	13	20	10	12	11	4	13	1	1	1	0	1	1	4	3	0	3	2	2	5	1	1	2	0	2	2	1	0	3	1	2	2	1	4	2	0	1	0	3	1	1	2	0	9	6	0	4	4	8	1	4	3	1	5	1	4	7	3	2	0	2	1	3	3	1	2	4	3	2	3	7	3	3	2	3	1	2	1	1	0	2	4	3	0	2	0	0	0	3	0	1	0	0	1	2	2	5	1	5	1	0	1	0	2	1	0	1	0	0	1	9	24	3	17	7	17	15	5	26	6	6	10	9	9	22	21	3	23	10	103	0	0	14	13	17	11	0	21	5	5	7	27	13	14	11	5	13	23	10	4	3	12	14	19	9	6	13	62	6
chr3.14	47	10	344	148	608	37	28	101	0	4	2	8	8	7	6	5	7	9	6	4	7	5	4	8	7	7	17	4	15	3	2	2	1	0	1	1	3	2	1	0	1	3	3	1	3	0	0	4	3	0	4	3	0	2	0	2	0	1	1	0	8	1	0	1	2	5	5	6	2	3	1	0	2	8	2	5	1	5	7	5	2	0	0	7	2	1	0	2	2	9	3	2	2	0	3	5	5	1	4	2	0	4	3	2	2	1	0	4	1	3	1	1	2	0	1	1	4	1	5	1	3	1	1	4	1	1	0	2	2	2	0	1	22	31	12	30	17	19	26	9	24	14	13	13	31	13	37	56	7	38	17	95	3	0	15	16	38	10	4	38	3	10	15	13	35	33	9	4	3	8	9	15	3	8	9	16	8	2	12	70	7
chr3.140	47	14	510	252	512	43	41	210	5	4	6	3	3	10	6	6	4	22	31	16	8	4	20	22	11	20	10	15	17	4	2	2	3	1	2	0	3	3	2	1	1	2	0	4	1	3	1	2	0	1	7	2	1	1	1	4	1	1	1	3	5	4	7	1	4	4	10	3	7	7	7	8	7	8	2	3	3	9	10	10	1	3	0	9	4	2	3	0	5	13	5	2	8	4	9	6	6	2	4	5	3	0	0	5	6	3	2	0	2	1	4	2	6	2	3	4	1	4	2	1	10	2	1	8	3	2	1	0	2	1	0	0	9	30	7	20	15	18	26	7	26	24	9	7	13	16	23	38	11	25	13	102	7	3	12	13	27	9	2	39	3	15	13	23	18	41	14	3	11	22	35	12	10	18	32	15	9	4	19	134	9
chr3.141	198	14	799	243	854	62	57	274	17	43	12	23	15	31	11	21	25	29	34	13	19	15	6	34	18	23	18	22	22	3	3	1	1	1	3	2	1	3	3	2	2	3	0	2	3	8	1	2	5	0	9	2	2	0	1	3	2	4	4	3	4	7	8	3	9	6	14	3	6	12	6	6	3	8	5	5	4	6	10	5	2	0	4	12	6	6	6	1	2	6	7	1	2	1	6	6	6	10	3	4	0	1	2	5	4	4	0	2	3	3	2	1	6	1	6	2	2	8	4	2	5	2	0	4	1	2	1	2	1	0	0	0	19	65	2	20	21	34	41	7	53	18	29	26	23	25	49	79	16	69	28	110	20	2	11	18	62	8	4	70	10	18	19	30	49	74	18	4	20	33	25	10	13	21	36	99	11	6	27	181	13
chr3.142	198	31	1190	433	1322	122	108	586	32	32	19	22	21	14	8	22	28	63	60	39	31	20	34	50	36	71	38	40	62	10	3	4	5	1	6	2	6	5	2	6	6	6	6	10	4	7	4	4	1	3	12	10	5	1	5	6	2	6	5	6	7	15	20	3	12	17	24	4	7	19	15	9	10	6	5	10	4	16	29	14	2	5	3	12	5	3	4	5	3	2	19	4	7	4	9	12	10	2	9	6	3	2	1	14	8	5	4	4	4	3	8	10	16	4	11	2	3	7	11	5	12	8	5	5	0	2	2	2	1	1	1	0	35	72	6	38	54	54	67	16	84	29	31	33	41	44	89	125	33	103	47	129	29	4	12	25	109	28	4	119	10	23	31	43	60	113	41	6	16	54	72	29	11	41	64	81	28	9	34	259	14
chr3.143	114	22	747	228	683	99	50	362	18	33	10	13	8	12	4	8	8	34	43	14	11	20	22	51	28	34	31	17	36	4	5	3	4	1	1	4	10	7	4	2	4	6	5	2	5	3	1	3	1	1	14	6	4	3	0	7	4	2	5	4	3	5	6	4	6	9	11	2	3	7	10	2	3	4	2	4	4	10	15	5	1	2	2	7	3	5	3	3	3	3	9	3	3	6	2	4	6	4	5	2	2	1	1	8	6	6	1	2	1	1	1	6	7	2	1	2	2	2	6	3	7	3	0	5	1	1	0	2	3	0	0	0	13	30	4	23	21	17	28	9	38	14	19	21	24	18	40	87	13	38	25	104	10	1	13	10	47	10	3	63	16	26	16	46	33	68	16	5	19	51	53	8	8	21	32	44	14	5	23	159	8
chr3.144	228	35	1228	459	832	101	89	802	33	50	12	21	34	20	7	26	25	90	82	44	31	25	51	112	56	99	35	66	79	5	9	6	1	1	9	4	6	4	4	3	0	7	7	3	2	3	2	2	1	5	8	4	5	1	5	5	7	3	14	7	12	5	16	5	11	14	18	1	5	10	7	11	9	12	6	9	8	21	31	18	3	5	7	14	7	5	8	6	3	8	12	3	10	6	5	11	16	10	17	7	3	6	4	12	8	7	7	1	5	3	3	2	11	4	7	0	5	6	2	4	11	7	3	12	3	5	1	1	3	1	1	1	22	48	5	17	21	29	44	2	42	15	32	25	25	25	57	60	13	51	40	130	19	3	10	24	64	19	2	117	13	39	29	43	59	106	32	7	18	97	73	25	21	49	57	43	30	4	45	281	19
chr3.145	146	23	949	334	934	69	49	604	17	27	7	9	18	28	7	14	19	52	69	32	20	20	41	72	57	80	28	47	60	6	3	3	2	2	4	3	2	4	1	5	3	7	3	3	1	2	5	3	0	1	8	0	2	3	2	1	4	6	3	7	4	1	10	3	7	6	8	3	5	10	7	7	10	13	3	8	3	9	20	12	0	2	5	9	4	2	4	4	5	9	12	5	4	5	9	8	10	3	5	4	7	4	4	6	7	3	2	3	2	2	2	4	8	2	3	3	5	6	8	5	10	3	3	5	1	3	0	3	1	1	0	2	26	52	4	22	37	34	43	8	61	26	30	25	38	26	43	68	12	58	32	117	26	5	16	30	77	14	4	105	9	19	13	32	34	87	38	8	16	110	55	13	12	32	51	32	13	4	28	205	15
chr3.146	40	14	274	171	409	41	44	185	6	1	1	1	3	18	1	5	4	17	20	7	4	5	20	28	12	18	11	12	25	4	3	1	2	2	1	1	3	1	1	0	0	6	4	1	3	2	1	0	1	1	7	0	1	2	0	4	1	1	1	2	5	5	4	2	8	3	11	4	6	4	5	3	1	3	2	1	2	8	13	4	1	2	0	4	3	3	2	2	2	10	1	2	4	0	3	3	6	2	6	3	1	2	2	4	2	1	1	4	3	3	2	1	5	5	5	1	2	0	1	1	4	0	0	3	1	2	1	1	0	2	0	0	17	13	2	15	8	19	12	3	15	14	15	4	14	10	20	20	7	29	11	102	4	2	11	8	24	7	1	25	4	3	5	8	5	19	10	4	20	24	24	6	3	17	12	7	6	3	5	54	2
chr3.147	49	7	284	149	404	35	30	150	6	5	4	4	9	6	4	3	8	23	21	10	2	3	15	18	11	6	7	10	16	0	1	0	1	3	2	0	1	4	1	0	1	2	0	0	1	2	0	2	2	2	4	5	2	0	0	3	1	2	0	2	3	3	2	2	4	6	7	1	0	5	10	5	1	7	1	3	2	4	8	5	0	2	2	3	3	1	4	1	0	5	0	4	6	0	2	3	2	2	8	1	1	1	1	6	2	3	0	2	0	1	5	3	4	0	2	0	0	1	3	1	5	1	1	0	0	2	1	0	1	1	0	1	13	12	3	13	8	7	18	8	12	11	5	11	11	11	24	26	4	19	11	107	4	4	14	13	20	6	5	30	5	12	7	9	19	17	5	8	12	22	20	8	1	10	10	11	3	5	9	48	2
chr3.148	67	16	431	152	751	54	58	216	6	11	7	7	10	9	2	6	9	29	30	6	6	7	11	14	15	16	27	15	31	2	2	2	3	5	0	2	7	3	1	0	1	7	2	1	1	8	1	1	0	5	6	1	2	0	3	3	1	0	0	3	7	5	9	3	5	8	17	1	0	2	2	5	4	1	2	2	1	7	5	5	1	3	4	8	4	2	3	0	1	10	4	4	4	0	0	2	5	3	2	2	3	3	3	2	1	1	1	2	3	3	5	4	2	3	1	2	1	1	2	3	3	2	0	3	0	0	0	0	1	0	0	0	20	44	1	33	26	17	40	4	37	26	14	31	22	33	32	72	13	42	18	120	10	1	14	16	55	11	0	32	11	8	12	25	17	35	19	5	15	31	24	10	6	23	17	22	6	2	8	85	7
chr3.149	37	17	370	193	458	39	43	179	6	3	8	5	7	5	2	1	0	20	25	6	4	5	13	16	13	17	9	20	22	4	1	2	3	2	3	2	1	3	2	3	0	5	0	1	2	0	1	0	2	4	4	1	2	0	2	3	2	0	1	5	1	8	6	0	4	7	9	3	1	4	6	5	6	5	5	3	4	5	9	7	0	4	1	2	4	1	7	1	2	6	8	4	1	4	0	4	8	4	7	6	2	2	0	7	1	1	0	0	2	5	1	4	2	3	2	1	3	1	1	2	6	3	1	4	1	0	0	0	1	1	2	0	16	22	3	19	13	16	18	6	24	6	10	8	9	12	22	34	4	29	13	119	9	1	13	8	18	5	3	28	6	10	8	22	19	25	13	5	13	18	20	5	4	17	21	10	6	4	12	94	2
chr3.15	42	27	317	148	587	55	31	94	7	4	3	3	8	5	3	2	7	8	11	4	8	1	4	2	3	5	23	2	21	4	1	7	6	2	2	5	2	2	2	2	2	7	3	0	3	3	1	3	3	2	6	2	2	2	0	2	1	3	2	3	4	2	2	1	3	6	7	3	4	4	3	4	2	3	2	4	3	2	7	4	0	4	1	6	3	3	2	0	2	11	0	1	0	1	1	5	2	0	6	0	1	3	0	7	6	2	2	0	1	0	2	1	6	2	3	1	2	1	5	1	5	1	2	3	2	0	0	0	1	0	1	1	25	22	5	28	25	21	18	6	37	10	13	15	18	21	31	52	5	32	15	98	10	1	6	13	41	10	3	26	3	20	17	14	16	34	5	3	12	10	14	8	3	9	4	16	7	3	7	68	5
chr3.150	84	20	572	297	559	72	45	224	6	13	8	8	6	10	5	15	13	18	20	10	10	8	14	28	11	17	18	18	34	6	2	1	3	3	3	2	1	1	2	1	3	5	2	4	1	9	1	0	0	2	6	4	3	4	4	5	5	3	6	6	4	5	2	1	4	6	12	5	7	8	8	10	14	12	1	5	4	8	10	12	2	3	2	4	3	1	3	0	2	4	10	4	12	5	5	8	9	6	4	7	2	3	2	10	3	4	1	2	4	2	4	3	7	7	3	0	4	4	4	5	9	4	2	8	1	2	0	1	1	0	1	1	11	30	3	23	13	25	20	12	22	19	18	24	22	15	23	44	4	29	19	101	8	2	16	16	29	11	3	42	9	14	14	25	29	32	17	11	11	26	36	9	16	29	32	18	11	7	9	157	4
chr3.151	96	22	559	281	721	59	77	371	9	16	7	7	12	18	9	10	8	27	43	20	13	14	21	44	27	41	19	30	47	3	4	5	4	2	3	1	3	2	1	4	3	6	1	3	0	3	0	3	5	3	7	0	0	2	3	2	2	2	4	6	4	4	12	4	13	13	11	10	5	2	10	8	4	13	1	11	5	9	20	10	2	0	1	13	1	1	2	2	4	7	11	2	7	1	3	3	3	4	6	6	1	3	1	17	6	7	2	1	4	2	4	4	3	3	1	1	4	3	2	4	8	0	2	9	0	3	2	1	4	2	0	0	19	42	1	29	23	27	32	6	31	15	17	20	19	13	42	54	7	59	31	122	10	1	14	24	49	10	2	42	9	18	10	26	25	41	10	1	15	28	46	10	5	37	23	14	7	3	14	156	7
chr3.152	102	25	469	249	738	53	31	347	8	12	10	7	21	18	5	7	14	37	35	28	14	7	23	43	38	44	11	19	33	3	2	3	7	2	7	1	1	4	1	5	0	3	5	0	1	2	3	4	1	0	5	5	2	0	1	2	3	2	3	1	4	2	7	2	6	5	2	2	4	9	7	4	8	8	1	6	3	10	14	8	0	2	1	4	7	6	3	4	2	4	6	5	6	3	5	5	9	4	4	6	3	2	2	8	4	3	1	2	4	1	2	1	2	3	3	2	2	2	5	3	4	1	2	9	1	1	3	0	1	1	3	0	24	35	4	28	22	29	42	4	41	22	21	20	25	23	31	76	12	49	24	104	10	0	13	18	40	4	5	22	3	14	12	15	9	28	10	6	14	42	60	5	5	27	43	19	9	4	12	98	3
chr3.153	40	10	348	225	659	54	50	253	5	8	2	2	3	12	3	3	2	28	37	14	6	3	28	44	15	20	13	9	21	2	2	2	0	1	2	1	4	1	2	3	3	2	1	1	2	3	1	0	3	0	7	1	2	2	2	4	1	2	7	4	5	6	4	4	4	9	12	2	5	8	11	4	9	5	4	5	0	7	13	8	2	3	0	5	7	2	4	3	3	6	4	2	5	0	10	8	5	4	8	0	1	0	0	8	3	1	1	1	2	3	3	4	1	1	3	3	1	3	1	1	8	0	3	7	1	0	1	1	0	0	2	1	15	35	6	22	14	15	29	6	30	18	22	25	18	27	48	73	10	32	22	101	15	0	15	15	37	7	0	22	8	8	5	14	18	22	6	5	10	58	27	8	3	15	19	11	10	3	7	54	8
chr3.154	51	8	363	201	538	39	35	295	7	8	3	2	5	13	4	5	4	29	29	16	7	10	27	44	23	26	14	13	37	0	0	1	3	2	1	1	3	5	1	1	1	1	1	1	3	5	0	3	2	0	6	0	0	0	1	0	3	1	1	3	2	2	11	0	2	3	8	4	4	9	4	5	10	3	0	3	3	6	11	6	3	1	2	3	2	3	2	4	2	7	8	5	3	4	6	4	3	0	4	6	2	1	3	5	3	2	0	2	4	3	4	1	2	1	4	1	4	0	1	2	4	1	8	4	0	1	0	0	1	0	1	0	22	24	1	21	17	15	19	10	25	23	20	17	18	26	23	40	12	26	17	97	9	0	8	9	27	9	5	22	7	7	4	19	17	22	10	3	12	48	24	5	6	27	19	8	11	6	7	62	3
chr3.156	115	25	596	228	1232	56	57	442	12	22	6	14	7	20	7	14	13	71	43	34	16	10	27	56	37	30	31	30	38	5	5	4	5	2	4	0	3	2	3	2	3	3	2	3	2	2	3	3	1	0	4	1	5	2	4	2	3	3	0	11	5	6	7	4	6	5	12	1	4	4	8	4	5	9	2	3	1	5	15	9	0	0	1	12	4	3	5	2	2	8	4	2	4	4	6	4	1	5	6	7	2	2	0	7	3	4	4	2	3	1	4	3	3	1	3	2	3	2	5	1	7	2	4	4	0	1	1	1	1	2	0	1	31	89	5	42	38	37	59	12	72	38	26	30	26	51	67	142	22	90	50	135	21	2	19	19	92	10	2	45	9	13	10	30	32	44	5	6	15	60	57	8	12	23	43	19	10	8	20	107	8
chr3.157	46	9	338	172	614	49	43	278	4	5	3	10	0	13	2	2	7	35	29	16	8	14	12	44	21	21	14	19	37	0	3	1	1	2	1	1	0	0	1	2	2	8	2	1	0	4	1	1	2	5	8	1	1	1	1	3	2	3	0	1	3	7	9	4	3	8	7	1	4	2	7	1	2	7	2	3	2	7	5	6	0	3	2	4	3	2	3	1	1	14	3	3	7	4	2	5	1	2	2	7	0	2	1	4	1	1	0	1	2	2	2	1	3	7	0	2	3	1	4	2	6	1	1	2	0	1	1	0	3	2	0	1	15	42	1	22	22	19	34	6	31	24	14	14	16	16	23	52	9	41	23	112	9	0	14	11	36	6	2	24	5	7	2	10	9	28	12	5	11	40	36	8	4	21	18	6	7	3	6	64	4
chr3.158	68	6	547	224	901	71	43	309	10	6	7	4	10	15	2	9	5	35	33	21	19	19	13	30	20	27	11	11	46	1	0	1	1	1	2	0	3	5	4	1	1	7	3	3	3	9	1	1	2	2	10	2	3	1	2	3	2	2	1	4	0	1	7	5	5	7	12	2	7	10	10	8	2	3	3	5	4	2	15	9	1	3	1	3	5	5	4	5	1	9	2	0	6	0	6	4	8	2	5	5	1	0	1	7	3	3	0	3	1	2	1	3	7	1	3	1	4	0	7	0	7	3	2	4	1	1	0	1	4	0	0	0	24	36	5	22	28	33	33	8	51	15	32	27	32	28	51	82	22	70	48	126	15	2	12	18	72	9	4	44	11	17	14	43	18	53	15	7	24	28	36	5	9	21	19	17	7	8	19	104	15
chr3.159	205	16	951	530	1465	117	73	618	15	50	9	12	25	28	10	27	29	65	64	32	40	24	25	102	50	60	35	33	60	3	5	1	1	3	3	0	6	3	0	4	6	12	8	4	4	8	3	3	4	5	16	2	4	0	6	5	8	4	2	8	5	3	9	4	11	8	17	8	5	22	12	13	11	22	8	11	0	9	28	19	4	4	4	20	13	7	5	6	5	10	12	3	8	5	16	16	25	13	10	7	2	0	6	6	5	8	5	6	9	6	7	8	18	5	5	4	9	4	9	2	11	6	2	16	1	3	0	1	9	0	3	2	52	93	8	43	52	48	59	10	101	31	37	32	53	49	88	138	27	130	74	129	29	3	15	39	119	15	4	101	14	40	13	38	47	82	24	4	14	110	73	19	8	27	46	14	21	5	25	184	23
chr3.16	45	13	242	157	515	28	43	95	4	2	6	3	6	6	5	6	7	7	6	2	12	4	6	6	4	6	16	5	14	2	1	1	0	1	2	6	3	2	2	1	1	1	1	0	2	2	1	1	2	0	4	1	0	1	0	1	0	2	0	4	6	4	6	1	2	8	5	7	2	2	6	2	4	4	1	2	1	1	8	5	1	2	2	5	2	3	3	4	2	21	2	1	5	3	0	3	6	1	3	1	0	0	0	7	2	2	3	1	3	1	3	0	3	1	2	1	3	2	1	3	3	1	0	1	0	1	1	0	2	1	0	1	11	16	11	15	16	15	21	8	23	24	23	16	11	22	25	32	5	20	10	131	2	2	13	7	18	6	2	13	21	4	2	22	7	22	7	10	13	10	7	12	3	10	8	9	6	2	6	33	7
chr3.160	280	26	1210	457	1243	123	124	787	40	42	14	28	37	27	26	24	42	93	77	30	55	23	28	123	68	106	39	50	72	3	5	6	1	5	5	1	4	6	2	5	2	13	7	1	5	6	3	1	3	6	17	4	5	4	4	9	7	5	4	5	6	9	19	12	18	17	32	6	8	16	12	7	6	19	6	15	5	12	27	18	3	5	6	15	9	6	3	4	1	5	14	4	12	5	6	5	9	6	10	7	5	1	4	14	8	11	2	4	1	7	5	5	10	4	8	2	6	5	11	11	17	2	3	12	0	4	1	1	5	2	0	0	35	71	6	35	32	36	70	15	84	20	42	31	32	51	67	93	22	127	60	137	26	4	10	30	95	23	6	107	19	46	39	62	54	96	13	5	18	135	64	21	20	48	64	25	23	6	36	254	26
chr3.161	262	35	1281	409	889	122	86	757	31	59	20	18	44	21	19	23	27	48	104	50	60	31	28	81	66	125	34	40	57	13	5	1	2	4	8	2	5	2	6	0	6	1	5	6	6	11	5	0	5	9	12	7	7	4	5	6	3	4	7	2	6	8	14	4	9	14	19	10	9	9	15	6	9	9	5	14	4	10	22	16	7	3	8	7	7	12	4	11	2	13	16	7	5	7	7	6	18	4	7	7	3	1	5	14	7	6	2	3	4	3	4	0	13	3	4	2	2	3	8	7	14	4	2	4	1	4	0	0	1	1	0	0	23	48	6	16	28	37	33	5	49	19	25	34	30	19	62	62	17	82	37	105	28	1	17	24	78	27	3	136	12	33	25	61	67	103	26	5	17	128	71	22	11	60	73	33	22	12	39	276	19
chr3.162	185	16	1100	248	802	166	63	594	35	37	17	6	29	28	12	7	14	54	72	24	43	24	31	76	64	67	36	32	50	3	1	0	1	3	1	7	6	6	7	8	7	10	10	10	10	10	7	0	4	4	11	1	10	7	7	6	10	4	11	7	2	4	4	5	10	9	18	4	5	3	10	10	5	5	2	3	4	3	20	16	4	3	0	11	5	2	5	6	2	10	8	3	4	4	3	2	5	1	6	6	2	5	1	8	3	3	2	1	3	1	3	3	1	2	0	3	2	0	7	4	7	0	2	6	0	1	1	1	0	1	0	0	23	49	2	19	26	24	38	8	36	24	20	21	27	19	40	76	15	71	33	107	15	0	9	21	66	19	5	107	11	40	30	59	49	113	36	2	10	83	49	13	18	36	48	27	24	11	45	247	18
